BPA,Address,Description,PTS Existing Units,PTS Proposed Units,Proposed Units,Net Units,Net Units Completed,ADU/Legalization Units,First Completion Date,Latest Completion Date,Extremely Low Income,Very Low Income,Low Income,Moderate Income,Affordable Units,Market Rate,Affordable Units Estimate,Supervisor District,Analysis Neighborhood,Planning Dist.,Plan Area,Form No.,Permit Type,Issued Date,Authorization Date,Zoning District,Project Affordability Type,BMR Reporting Year,BlockLot,PPTS Project ID
2.01804E+11,361 TURK ST,"TO ERECT 9 STORIES, 1 BASEMENT, TYPE 1-B, 146 UNITS RESIDENTIAL COVERED MULTI FAMILY DWELLINGS WITH GROUND FLOOR RESTAURANT SPACE. (R-2, A-2, A-3)
** MAHER: N/A **",0,146,146,146,146,0,9/28/2022,4/26/2023,0,0,19,0,19,127,FALSE,5,Tenderloin,4 - Downtown,,1,Site Permit,12/7/2018,1/24/2020,RC-4,Incl: On-Site BMR,2022,0345017,2012.1531
2.01012E+11,327 YALE ST,"TO ERECT 3 STORIES, TYPE V CONST TWO FAMILY DWELLING.",0,2,2,2,2,0,4/27/2023,4/27/2023,0,0,0,0,0,2,FALSE,9,Portola,12 - South Central,,2,Site Permit,10/12/2018,4/4/2019,RH-1,Incl: On-Site BMR,2023,5992A071,2013.1711
2.01012E+11,341 YALE ST,"TO ERECT 3 STORIES, TYPE V CONST TWO FAMILY DWELLING.",0,2,2,2,2,0,4/27/2023,4/27/2023,0,0,0,0,0,2,FALSE,9,Portola,12 - South Central,,2,Site Permit,10/12/2018,4/4/2019,RH-1,Incl: On-Site BMR,2023,5992A071,2013.1711
2.01811E+11,121 GATES ST,ERECT (N) 2-STORY SINGLE FAMILY RESIDENCE,0,1,1,1,1,0,4/28/2023,4/28/2023,0,0,0,0,0,1,FALSE,9,Bernal Heights,11 - Bernal Heights,,2,Site Permit,2/19/2020,9/15/2020,RH-1,,2023,5651024,2019-000268PRJ
2.02103E+11,17 HOFF ST,"Per Ordinance 162-16
-Convert (E) garage and storage to two ADUs and two regular Dwelling Units. New Units within existing building footprint. New units include bedroom, bathroom, and kitchen
-Soft-Story retrofit under permit #201406027201",6,10,10,4,4,2,4/28/2023,4/28/2023,0,0,0,0,0,4,FALSE,9,Mission,8 - Mission,Mission (EN),3,Full Building Permit,3/16/2022,3/16/2022,RTO-M,,2023,3569021,2021-002821PRJ
2.01912E+11,1A LOMITA AV,"ADU ADDITION- NON WAIVER. 1195 SF NEW CONSTRUCTION TO EXISTING SINGLE FAMILY RESIDENCE. FOUNDATIONS, MOMENT FRAME, WOOD WALLS, ROOF, WINDOWS, DOORS AND DECK, ELECTRICAL, PLUMBING, MECHANICAL WORK.",1,2,2,1,1,1,5/1/2023,5/1/2023,0,0,0,0,0,1,FALSE,7,Inner Sunset,14 - Inner Sunset,,3,Full Building Permit,5/14/2021,5/14/2021,RH-1(D),,2023,1861B001,2019-023082PRJ
2.02006E+11,1395A NEWCOMB AV,NEW ADU AT 1ST FLOOR INCLUDING 1 BATHROOM AND KITCHEN PER ORDINANCE NO. 162-16.,1,2,2,1,1,1,5/1/2023,5/1/2023,0,0,0,0,0,1,FALSE,10,Bayview Hunters Point,10 - South Bayshore,,3,Full Building Permit,5/25/2021,5/25/2021,RH-1,,2023,4730017,2020-006550PRJ
2.01705E+11,2230 TURK BL,"ADD 3 ADUs PER ORD. 162-16. (1) 2-BEDROOM UNIT, (2) 1-BEDROOM UNITS; (1) KITCHEN & (1) BATH FOR EACH UNIT.  SOFT STORY PERMIT PA #201705267737.",8,11,11,3,3,3,5/2/2023,5/2/2023,0,0,0,0,0,3,FALSE,2,Lone Mountain/USF,5 - Western Addition,,3,Full Building Permit,4/22/2021,4/22/2021,RH-2,,2023,1112033,2017-008412PRJ
2.01706E+11,2220 TURK BL,ADD 3 ADUs per Ord. 162-16. (2) STUDIO UNITS & (1) 1-BEDROOM UNIT. (1) KITCHEN & (1) BATH FOR EACH UNIT. SOFT STORY PERMIT #2017-0612-9016.,8,13,13,5,5,5,5/2/2023,5/2/2023,0,0,0,0,0,5,FALSE,2,Lone Mountain/USF,5 - Western Addition,,3,Full Building Permit,4/22/2021,4/22/2021,RH-2,,2023,1112032,2017-008431PRJ
2.01812E+11,391 HAIGHT ST #0,"ADDITION OF (3) DWELLING UNITS. ADD (3) KITCHENS, (3) BATHS PER ORD# 162-17. ADD STAIRS FROM BASEMENT UNIT TO 1ST FLR. VOLUNTARY SEISMIC RETROFIT AB-094 UNDER PA# 2018-1213-8210.**MAHER N/A**",4,7,7,3,3,3,5/2/2023,5/2/2023,0,0,0,0,0,3,FALSE,5,Hayes Valley,6 - Buena Vista,Market and Octavia,3,Full Building Permit,7/21/2020,7/21/2020,RTO,,2023,0858019,2018-016815PRJ
2.01907E+11,1803 JUDAH ST,CONVERT E GARAGE INTO A NEW STUDIO ADU NO 162-16.,5,6,6,1,1,1,5/2/2023,5/2/2023,0,0,0,0,0,1,FALSE,4,Sunset/Parkside,15 - Outer Sunset,,3,Full Building Permit,11/15/2021,11/15/2021,RH-3,,2023,1830001,2019-014396PRJ
2.02011E+11,471 FULTON ST,"New ADU at Existing storage space at the rear of the building.  New Kitchen, New Partition Walls.  New Furnace and a New Bathroom",22,23,23,1,1,1,5/2/2023,5/2/2023,0,0,0,0,0,1,FALSE,5,Hayes Valley,5 - Western Addition,Market and Octavia,3,Full Building Permit,4/13/2022,4/13/2022,NCT-HAYES,,2023,0793026,2020-010445PRJ
2.01909E+11,442A LONDON ST,IN RESPONSE TO APPL #2018005862 ENF BY PLANNING DEPT. TO LEGALIZE UNATHORIZED UNIT @ GROUND FL PER ORDINANCE 43-13. LEGALIZING OF UNPERMIT ADDTION AT REAR YARD IN SEPARATED PERMIT PA# 2019-1224-0476.,1,2,2,1,1,1,5/3/2023,5/3/2023,0,0,0,0,0,1,FALSE,11,Excelsior,12 - South Central,,3,Full Building Permit,9/23/2021,9/23/2021,RH-2,,2023,6084010,2019-016318PRJ
2.0181E+11,1 AVENUE OF THE PALMS *,"PRIORITY PROCESSING.TO ERECT 6 STORIES, NO BASEMENT, TYPE I-A & III-A. 105 UNITS APARTMENT, OFFICE, PARKING, AMENITY SPACES BUIDLING (R-2,B,A-3,S-2). (MAYOR EXECUTIVE DIRECTIVE 17-02) 100% AFFORDABLE HOUSING PROJECT. MACEO MAY APTS PROJECT.",0,105,105,105,105,0,1/31/2023,5/4/2023,0,0,105,0,105,0,FALSE,6,Treasure Island,"0 - Presidio, Treasure Island, Golden Gate Park",,1,Site Permit,4/8/2019,7/15/2019,TI-OS,100% Affordable,2023,8901002,2007.0903PRX
2.01602E+11,603 TENNESSEE ST,"TO ERECT 6 STORIES, NO BASEMENT, TYPE III-A OVER I-A, 24 RESIDENTIAL UNITS WITH MIXED USED BUILDING. (R-2,B,S-2)
** MAHER: DISTURBANCE OF AT LEAST 50 CU.YD OF SOIL. ROUTE TO DPH**",0,24,24,24,24,0,5/5/2023,5/5/2023,0,0,3,0,3,21,FALSE,10,Potrero Hill,9 - South of Market,Central Waterfront (EN),1,Site Permit,6/26/2018,10/16/2018,UMU,Incl: On-Site BMR,2023,3995015,2015-011202PRJ
2.0201E+11,1599 GREEN ST,ADDITION OF (4) ACCESSORY DWELLING UNITS (ADU) TO AN (E) (24) UNIT BUILDING PER ORDINANCE 162-16 FOR A TOTAL OF (28) UNITS.  THE (4) PROPOSED DWELLINGS ARE LOCATED WITHIN THE (E) BUILDING ENVELOPE @ THE 1ST FLOOR.,24,28,28,4,4,4,5/5/2023,5/5/2023,0,0,0,0,0,4,FALSE,2,Marina,2 - Marina,,3,Full Building Permit,10/15/2021,10/15/2021,RM-3,,2023,0551016,2020-009751PRJ
2.01912E+11,1855 23RD AV,"ADU PER ORD 95-17 INCLUDING LIVING, LITCHEN, 2 FULL BATH& 2 BEDRM, REPLACE ROOF, FRONT DOOR AT 1ST FL, REMODEL/RELOCATE KITCHEN, BATH, ADD FULL BATH & BEDRM, REMOVE STAIRS, INFILL PATIO & LIGHTWELL, ADD NEW LIGHTWELL, DECK & STAIRS AT REAR, REPLACE DOOR TO WINDOW AT 2ND FL, REPLACE W/ ALUMINUM CLAD",1,2,2,1,1,1,5/8/2023,5/8/2023,0,0,0,0,0,1,FALSE,4,Sunset/Parkside,15 - Outer Sunset,,3,Site Permit,10/14/2021,6/21/2022,RH-1,,2023,2060011,2019-023694PRJ
2.02001E+11,4431 20TH ST,"LEGALIZATION OF UDU PER ORD# 43-14. TO COMPLY W/ NOV 201905747, INTERIOR REMODEL OF SPACE TO INCLUDE NEW LIVING ROOM. KITCHEN AREA, OFFICE AREA, BATH, LAUDRY CLOSET, TWO BEDROOMS AND CLOSETS.",2,3,3,1,1,1,5/10/2023,5/10/2023,0,0,0,0,0,1,FALSE,8,Castro/Upper Market,7 - Central,,3,Full Building Permit,2/24/2021,2/24/2021,RH-2,,2023,2750039,2020-001144PRJ
2.02104E+11,4431 20TH ST,New first floor ADU at existing garage.,3,4,4,1,1,1,5/10/2023,5/10/2023,0,0,0,0,0,1,FALSE,8,Castro/Upper Market,7 - Central,,3,Full Building Permit,2/24/2022,2/24/2022,RH-2,,2023,2750039,2021-003929PRJ
2.02203E+11,3731 26TH ST,"LEGALIZATION OF (E) DWELLING UNIT IN (E) SINGLE FAMILY DWELLING. REMODEL (E) HABITAL SPACE ON 1ST FLOOR (UNIT B) ONL, INCLUDING KITCHEN AND BATHROOM. UPGRADE FIRE SEPARATION BETWEEN UNITS COMMON AT PROPERTY LINE. NEW FOUNDATIONS THROUGHOUT.",1,2,2,1,1,1,5/10/2023,5/10/2023,0,0,0,0,0,1,FALSE,8,Mission,8 - Mission,,8,Full Building Permit,3/30/2022,3/30/2022,RH-2,,2023,6567034,
2.01912E+11,65 OCEAN AV,"TO ERECT 6 STORIES, 1 BASEMENT, TYPE I-A / III-A, 193 RESIDENTIAL UNITS WITH CHILD CARE, MIX USE BUILDING. (R-2,E,S-2)",0,193,193,193,193,0,5/11/2023,5/11/2023,0,0,34,14,48,145,FALSE,11,Outer Mission,12 - South Central,,1,Full Building Permit,1/21/2021,1/21/2021,NCD-EXCELSIOR,Incl: On-Site BMR,2023,6954018,2016-006860PRJ
2.02105E+11,219 MONTEREY BL,"PROJECT ADDRESSES PLANNING DEPT. COMPLAINT 2017-015789ENF. (E) STREET LEVEL COMMERCIAL SPACE TO BE REPLACE BY NEW LEGAL DWELLING UNIT. (E) LEGAL DWELLING UNIT AT MIDDLE FLOOR WIL BE ENLARGED INTO LOWER LEVEL, WHERE (E) UNWARRANTED DWELLING UNIT WILL BE REMOVED. NO CHANGE TO STREET FACING FACADE.",1,2,2,1,1,0,5/11/2023,5/11/2023,0,0,0,0,0,1,FALSE,7,West of Twin Peaks,13 - Ingleside,,3,Full Building Permit,9/7/2022,9/7/2022,RH-2,,2023,6771047,2017-015789PRJ
2.01501E+11,522 HICKORY ST,CONSTRUCT (N) 3-STORY SINGLE FAMILY RESIDENTIAL BUILDING.,0,1,1,1,1,0,5/12/2023,5/12/2023,0,0,0,0,0,1,FALSE,5,Hayes Valley,5 - Western Addition,,2,Site Permit,1/9/2017,5/23/2017,RH-3,,2023,0829042,2015-004508PRJ
2.02008E+11,3035 BAKER ST,The scope of work is to add 3 ADU's to level 1 per ordinance 162-16,12,15,15,3,3,3,5/12/2023,5/12/2023,0,0,0,0,0,3,FALSE,2,Marina,2 - Marina,,3,Full Building Permit,11/16/2021,11/16/2021,RH-3,,2023,0933005,2020-007670PRJ
2.01804E+11,145 LEAVENWORTH ST,"TO ERECT 9 STORIES, 1 BASEMENT, TYPE 1-B, 94 UNITS RESIDENTIAL COVERED MULTI FAMILY DWELLINGS WITH GROUND FLOOR RESTAURANT TENANT SPACE . (R-2, A-2, A-3)
** MAHER: N/A **",0,94,98,98,98,0,12/12/2022,5/16/2023,0,0,0,0,0,98,FALSE,5,Tenderloin,4 - Downtown,,1,Site Permit,12/7/2018,8/11/2020,C-3-G,Incl: On-Site BMR,2022,0345002,Multiple
2.01807E+11,1519 22ND AV,"TWO STORY REAR ADDITION & RAISE 2ND FL ROOF TO MATCH ADJACENT NEIGHBOR. ADDITION OF DWELLING UNIT ON GROUND FL PER ORDIANCE NO. 95-17 SECTION 207(1)(6) & COMPLY WITH INFO SHT G-23. 1ST FL (ADU) ADD 1 BED,1 BATH, 1 MEDIA, 1 LIVING, KITCHEN & LAUNDRY. 2ND FL ADD 1 STUDY AND 1 BATH, NEW DECK",1,2,2,1,1,1,5/16/2023,5/16/2023,0,0,0,0,0,1,FALSE,4,Sunset/Parkside,15 - Outer Sunset,,3,Site Permit,2/3/2020,12/10/2020,RH-1,,2023,1868002,2018-009700PRJ
2.01811E+11,4326 IRVING ST,ADD (5) (N) DWELLING UNITS ON GROUND LVL IN (E) CARPORT. ALL WORK WITHIN (E) ENVELOPE IN ACCORDING WITH PLANNING ORD 30-13 & ADU ORD 162-16. CONSOLIDATE EGRESS STAIRWELL FROM 4 TO 2 DUE TO MERGED LOTS. ADD (14)(N) BICYCLE PARKING SPACE. VOLUNTARY SOFT STORY UPGRADE IN ACCORDANCE W/ AB-107.,12,17,17,5,5,5,5/16/2023,5/16/2023,0,0,0,0,0,5,FALSE,4,Sunset/Parkside,15 - Outer Sunset,,3,Full Building Permit,4/25/2019,4/25/2019,RH-2,,2023,1706071,2018-015717PRJ
2.02008E+11,1035 DE HARO ST,NEW ADU TO BE LOCATED INSIDE EXISTING ON SITE SHED AT REAR PER ORDINANCE #162-16.STRUCTURE IS LEGALLY CONFORMING PER ZONING ADMINISTRATOR.,0,1,1,1,1,1,5/16/2023,5/16/2023,0,0,0,0,0,1,FALSE,10,Potrero Hill,9 - South of Market,Showplace Square/Potrero Hill (EN),3,Site Permit,12/13/2021,9/8/2022,RH-2,,2023,4160058,2020-008124PRJ
2.02009E+11,38 CHENERY ST,"For 2nd floor, relocate & update (E) kitchen and bath with new electrical and plumbing, add 1 (N) bath. For 3rd floor, add NEW UNIT, reconfiguring interior layout.  Interior remodel only with no change to exterior facade.  1st floor ADU will be submitted separately.",1,2,2,1,1,0,5/16/2023,5/16/2023,0,0,0,0,0,1,FALSE,8,Glen Park,7 - Central,,3,Full Building Permit,7/26/2021,7/26/2021,RH-2,,2023,6656008,2020-008819PRJ
2.01012E+11,300 YALE ST,"TO ERECT 3 STORIES, NO BASEMENT, TYPE V-B, TWO FAMILY DWELLING UNITS.",0,2,1,1,1,0,5/17/2023,5/17/2023,0,0,0,0,0,1,FALSE,9,Portola,12 - South Central,,2,Site Permit,10/12/2018,12/30/2020,RH-1,Incl: On-Site BMR,2023,5992A071,2013.1711
2.01708E+11,1050 PINE ST #0,ADD ADDITIONAL UNIT PER ORD #162.16. REMOVE GARAGE. (N) UNIT INCLUDES KITCHEN & (2) BATHROOMS. SOFT STORY SUBMITTED #2017-08-14-4682.,9,10,10,1,1,1,5/18/2023,5/18/2023,0,0,0,0,0,1,FALSE,3,Nob Hill,3 - Northeast,,3,Full Building Permit,5/28/2021,5/28/2021,RM-4,,2023,0253011,2017-011888PRJ
2.01612E+11,1553A 45TH AV,SITE PERMIT TO ADD 1 NEW ACCESSORY DWELLING UNIT TO GARAGE SPACE PER ADD UNIT ORDINANCE 162-16. ** MAHER: N/A **,1,2,2,1,1,1,5/19/2023,5/19/2023,0,0,0,0,0,1,FALSE,4,Sunset/Parkside,15 - Outer Sunset,,3,Site Permit,3/2/2018,4/6/2018,RH-1,,2023,1891010,2017-000560PRJ
2.02005E+11,1335A QUESADA AV,"ADU PROGRAM PER ORD NO. 162-17 ADDITION OF (2) ADU ON THE GROUND FLOOR WITHIN EXISTING BUILDING ENVELOPE. NEW PARTITION WALLS, MECHANICAL, ELECTRICAL AND PLUMBING. NO WORK UPSTAIRS.",1,3,3,2,2,2,5/24/2023,5/24/2023,0,0,0,0,0,2,FALSE,10,Bayview Hunters Point,10 - South Bayshore,,3,Full Building Permit,12/2/2021,12/2/2021,RH-1,,2023,4761022,2020-006868PRJ
2.01807E+11,2340 SAN JOSE AV,"PER ORD# 17-02, PARALLEL PROCESS, TO ERECT 9 STORIES, NO BASEMENT, TYPE I-B, 131 UNITS RESIDENTIAL AFFORDABLE HOUSING PROJECT. 

** MAHER: DISTURBANCE OF AT LEAST 50 CU.YD. OF SOIL, TO DPH **",0,131,131,131,131,0,5/25/2023,5/25/2023,0,88,24,18,130,1,FALSE,11,Outer Mission,12 - South Central,Balboa Park,1,Site Permit,1/31/2019,7/8/2021,NCT-2,100% Affordable,2023,6973039,2017-012151PRJ
2.01912E+11,921 HOWARD ST,"ERECT 17-STORY, TYPE 1, 203 DWELLING UNITS, RESIDENTIAL/COMMERCIAL BUILDING. NEW BLDG WILL BE ON BLOCK 3732, LOTS 004, 099, 100, 145A, & 146. 100% AFFORDABLE HOUSING DEVELOPMENT BY TENDERLOIN NEIGHBORHOOD DEVELOPMENT CORP(TNDC). FEE DEFER TILL 1ST ADDENDUM ISSUE. COMPLY MAHER ORD.",0,203,203,203,203,0,5/15/2023,5/25/2023,0,0,102,99,201,2,FALSE,6,South of Market,9 - South of Market,Central SoMa,1,Site Permit,5/24/2021,5/24/2021,MUR,100% Affordable,2023,3732100,2017-000275PRJ
2.01607E+11,1743 GOLDEN GATE AV,"ADD 2 UNITS PER ORDINANCE# 30-15. 2 - ONE BEDROOM UNITS. 1 KITCHEN & 1 BATHROOM FOR EACH UNIT. Fire under separate permits.  SOFT STORY UNDER PA# 201607152529.
** MAHER: N/A **",12,14,14,2,2,2,5/26/2023,5/26/2023,0,0,0,0,0,2,FALSE,5,Western Addition,5 - Western Addition,,3,Full Building Permit,3/16/2018,3/16/2018,RM-1,,2023,1156028,2016-010437PRJ
2.01012E+11,353 YALE ST,"TO ERECT 3 STORIES, 1 BASEMENT, TWO FAMILY DWELLING.",0,2,2,2,2,0,5/30/2023,5/30/2023,0,0,0,0,0,2,FALSE,9,Portola,12 - South Central,,2,Site Permit,10/12/2018,4/3/2019,RH-1,Incl: On-Site BMR,2023,5992A071,2013.1711
2.02008E+11,1522 HOWARD ST,"Application for ADU in existing ground floor space. New work to include new kitchen, remodel of existing bathroom, and new doors and window out to rear yard. MEP, and any required Title 24 calcs, permitted separately. PER ORD 162-16.",6,7,7,1,1,1,5/30/2023,5/30/2023,0,0,0,0,0,1,FALSE,6,Mission,8 - Mission,Western SoMa (EN),3,Full Building Permit,10/29/2021,10/29/2021,WMUG,,2023,3511013,2020-010368PRJ
2.01503E+11,1100 POTRERO AV,"TO ERECT 4 STORIES, NO BASEMENT, 4 DWELLING UNIT RESIDENTIAL APARTMENT.  PARTIAL OF (E) STRUCTURE WITH HISTORICAL FEATURES WILL BE RE-ASSEMBLED AS A SUNROOM ON ROOFDECK ABOVE THE 3RD FLOOR OF THE NEW BUILDING.",0,4,4,4,4,0,5/31/2023,5/31/2023,0,0,0,0,0,4,FALSE,9,Mission,8 - Mission,Mission (EN),2,Site Permit,5/3/2019,7/21/2020,RH-3,,2023,4211001,2015-003800PRJ
2.0201E+11,224 DWIGHT ST,Accessory dwelling unit at ground floor government code section 65852.2. Abatement of complaints 201874751 & 201876848. Reconfigure 2nd floor rear deck and expand ground floor deck.,1,2,2,1,1,1,5/31/2023,5/31/2023,0,0,0,0,0,1,FALSE,9,Portola,12 - South Central,,3,Full Building Permit,2/24/2023,2/24/2023,RH-1,,2023,6119010,2020-011804PRJ
2.01012E+11,304 YALE ST,"TO ERECT 3 STORIES, TYPE V CONST TWO FAMILY DWELLING.",0,2,2,2,2,0,6/1/2023,6/1/2023,0,0,0,0,0,2,FALSE,9,Portola,12 - South Central,,2,Site Permit,10/12/2018,1/7/2021,RH-1,Incl: On-Site BMR,2023,5992A071,2013.1711
2.01012E+11,334 YALE ST,"TO ERECT 3 STORIES, TYPE V CONST SINGLE FAMILY DWELLING. SPRINKLERS AND SOLAR UNDER SEP PERMITS.",0,1,2,2,2,0,6/1/2023,6/1/2023,0,0,0,0,0,2,FALSE,9,Portola,12 - South Central,,2,Site Permit,10/12/2018,1/15/2021,RH-1,Incl: On-Site BMR,2023,5992A071,2013.1711
2.01607E+11,3481 MISSION ST,ADDITIONAL UNIT - CONVERT PART OF EXISTING NAIL SALON INTO A RESIDENTIAL UNIT.,3,4,4,1,1,0,6/1/2023,6/1/2023,0,0,0,0,0,1,FALSE,9,Bernal Heights,11 - Bernal Heights,,8,Full Building Permit,8/1/2016,8/1/2016,NCD-MISSION BERNAL,,2023,5673019,
2.01912E+11,828 INNES AV #112,LEGALIZATION OF(E) UNIT AT GROUND FLOOR PER ORDINANCE 43-14. RECONFIGURE UNIT TO BE AN 808 SQ FEET STUDIO UNIT,9,10,10,1,1,1,6/1/2023,6/1/2023,0,0,0,0,0,1,FALSE,10,Bayview Hunters Point,10 - South Bayshore,,3,Full Building Permit,6/6/2022,6/6/2022,NC-2,,2023,4645021,2019-016216PRJ
2.01012E+11,340 YALE ST,"TO ERECT 3 STORIES, TYPE 5 CONST TWO FAMILY DWELLING.",0,2,2,2,2,0,6/2/2023,6/2/2023,0,0,0,0,0,2,FALSE,9,Portola,12 - South Central,,2,Site Permit,10/12/2018,1/13/2021,RH-1,Incl: On-Site BMR,2023,5992A071,2013.1711
2.01412E+11,1480 MCALLISTER ST,"CONSTRUCT (N) 1,109.4 SQ.FT. UNIT IN REAR ON GROUND FLOOR.
SPRINKLERS UNDER SEP PERMIT",3,4,4,1,1,0,6/5/2023,6/5/2023,0,0,0,0,0,1,FALSE,5,Western Addition,5 - Western Addition,,8,Full Building Permit,1/21/2015,1/21/2015,RM-1,,2023,0776043,
2.01412E+11,845 HOLLOWAY AV #0,ADDITION OF 1 UNIT ON AN (E) 2-STORY MIXED USED PROJECT WHICH ALREADY HAS 3 APARTMENT UNITS OVER RETAIL.,3,4,4,1,1,0,6/5/2023,6/5/2023,0,0,0,0,0,1,FALSE,11,Oceanview/Merced/Ingleside,13 - Ingleside,,3,Site Permit,10/20/2016,1/24/2020,NC-1,,2023,6987041,2015-003104PRJ
2.01605E+11,1327 COLUMBUS AV,"TO CONSTRUCT 4 STORIES, NO BASEMENT, SINGLE RESIDENTIAL & RETAIL COMMERCIAL BUILDING. (R-3,M)
** MAHER: N/A **",0,1,1,1,1,0,6/5/2023,6/5/2023,0,0,0,0,0,1,FALSE,3,Russian Hill,3 - Northeast,,2,Full Building Permit,6/19/2019,6/19/2019,C-2,,2023,0024020,2015-006614PRJ
2.02012E+11,828 INNES AV #112,CONVERT (2) EXISTING COMMERCIAL UNITS INTO (1) NEW ADU'S AND (1) GROUND FLOOR COMMERCIAL UNIT PER ORDINANCE 162-16; NO TENANT AMENITIES TO BE IMPACTED. SHARED PLANS WITH PA# 202206136205.,10,11,11,1,1,1,6/6/2023,6/6/2023,0,0,0,0,0,1,FALSE,10,Bayview Hunters Point,10 - South Bayshore,,3,Full Building Permit,11/17/2022,11/17/2022,NC-2,,2023,4645021,2020-011602PRJ
2.02206E+11,828 INNES AV #111,Convert an existing commercial unit (#111) at the 2nd and 3rd floors to one ADU unit at the 3rd floor and one commerical unit at the 2nd floor per the Local ADU Program. SHARED PLANS WITH PA# 202012171259.,11,12,12,1,1,1,6/7/2023,6/7/2023,0,0,0,0,0,1,FALSE,10,Bayview Hunters Point,10 - South Bayshore,,3,Full Building Permit,11/17/2022,11/17/2022,NC-2,,2023,4645020,2020-011602PRJ
2.01402E+11,2898 SLOAT BL,"TO ERECT 5 STORIES, 1 BASEMENT, 56 UNITS RESIDENTIAL OVER COMMERCIAL, MIXED USED BUILDING.",0,56,56,56,56,0,7/29/2020,6/13/2023,0,0,0,7,7,49,FALSE,4,Sunset/Parkside,15 - Outer Sunset,,1,Site Permit,12/30/2014,10/5/2015,NC-2,Incl: On-Site BMR,2020,2515001,2005.1066
2.01606E+11,325 BOWDOIN ST,"ERECT 3-STORY, TYPE 5-B, SINGLE FAMILY DWELLING BUILDING.",0,1,1,1,1,0,6/14/2023,6/14/2023,0,0,0,0,0,1,FALSE,9,Portola,12 - South Central,,2,Site Permit,12/27/2018,11/19/2019,RH-1(D),,2023,5884026,2007.0213
2.02009E+11,325A BOWDOIN ST,ADD ONE UNIT ON THE 1ST FLOOR PER ORDINANCE 162-16 UNIT B. 1) ADD ONE KITCHEN AND LIVING ROOM,1,2,2,1,1,1,6/14/2023,6/14/2023,0,0,0,0,0,1,FALSE,9,Portola,12 - South Central,,3,Site Permit,9/24/2021,4/28/2022,RH-1(D),,2023,5884026,2020-008502PRJ
2.02201E+11,2436 GREENWICH ST,Addition of one ADU unit at the ground floor under the Local ADU program.,4,5,5,1,1,1,6/14/2023,6/14/2023,0,0,0,0,0,1,FALSE,2,Marina,2 - Marina,,3,Full Building Permit,9/1/2022,9/1/2022,RH-2,,2023,0512009,2022-000064PRJ
2.01905E+11,1959 GOLDEN GATE AV,ADD UNIT (#1959-B) PER PLANNING DENSITY CODE. PROVIDE NFPA 13 &13R FIRE SPRINKLERS AND MANUAL FIRE ALARM UNDER SEPARATE PERMIT. LATERAL RESISTANCE ELEMENT UPGRADE TO (E) STRUCTURE ON 1/F PER SFBC 407 CHANGE OF OCCUPANCY R3 TO R2. COMPLY WITH NOV# 201894513.,2,3,3,1,1,0,6/15/2023,6/15/2023,0,0,0,0,0,1,FALSE,2,Lone Mountain/USF,5 - Western Addition,,3,Full Building Permit,12/14/2020,12/14/2020,RH-3,,2023,1158031,2019-007040PRJ
2.0191E+11,1011 03RD ST,"to erect a 24 story, type 1A , 283 residential building with common amenities, vacant ground floor retail spaces.",0,283,283,283,283,0,6/15/2023,6/15/2023,0,0,0,64,64,219,FALSE,6,Mission Bay,9 - South of Market,,1,Site Permit,,2/1/2023,MR-MU,Incl: On-Site BMR,2023,8719B002,2013.0208PRX
2.01812E+11,1566 48TH AV,REMODEL (E) 2-STORY SINGLE FAMILY HOME W/ GROUND & 2ND FLOOR EXTENSION & ADDITION OF 1 STORY. CONVERT TO 2 UNIT BUILDING. NEW UNIT TO BE 3 BEDROOMS & 3 BATHS. SPRINKLER AND SPRINKLER MONITORING UNDER SEPARATE PERMITS.,1,2,2,1,1,0,6/16/2023,6/16/2023,0,0,0,0,0,1,FALSE,4,Sunset/Parkside,15 - Outer Sunset,,3,Site Permit,2/23/2021,9/17/2021,RH-2,,2023,1893029,2019-004370PRJ
2.02008E+11,914A DIAMOND ST,"CREATE 1 ADU IN (E) SFD BUILDING FOOTPRINT AND HEIGHT PER ORDINANCE 162-16. EXCAVATE 2FT FOR STORAGE, ADU WILL BE 629SF ON G/F WITH 1 BEDROOM & 1 BATHROOM.",1,2,2,1,1,1,6/16/2023,6/16/2023,0,0,0,0,0,1,FALSE,8,Noe Valley,7 - Central,,3,Full Building Permit,5/25/2021,5/25/2021,RH-2,,2023,6540003,2020-009466PRJ
2.02008E+11,1566 48TH AV,CONSTRUCTION OF AN ADU UNIT PER ORD#95-17. A BPA # 2018-1211-7970 HAS ALREADY BEEN FILED TO ADD A RESIDENTIAL UNIT TO THE EXISTING SINGLE FAMILY HOME. COST OF CONSTRUCTION IS ALREADY INCLUDED IN THE ORIGINAL BPA. THE ADU WOULD BE THE 3RD UNIT.,1,3,2,1,1,1,6/16/2023,6/16/2023,0,0,0,0,0,1,FALSE,4,Sunset/Parkside,15 - Outer Sunset,,3,Site Permit,10/5/2021,9/23/2022,RH-2,,2023,1893029,2020-008031PRJ
